UniProtKB_AC,UniProtKB_ID,GeneID,RefSeq,PDB,UniParc,NCBI_taxon,EMBL_CDS,Ensembl,target,ncbi_code
A0A013S029,A0A013S029_9GAMM,,WP_032036971.1,,UPI00044E1AFB,1310791,EXS27664.1,,WP_032036971.1,WP_032036971.1
A0A013T342,A0A013T342_9GAMM,,WP_032036970.1,,UPI000449B510,1310791,EXS27626.1,,WP_032036970.1,WP_032036970.1
A0A013RZW2,A0A013RZW2_9GAMM,,WP_032036969.1,,UPI0004480BDA,1310791,EXS27604.1,,WP_032036969.1,WP_032036969.1
A0A013T333,A0A013T333_9GAMM,,WP_032036966.1,,UPI000450AEA0,1310791,EXS27616.1,,WP_032036966.1,WP_032036966.1
A0A009HL65,A0A009HL65_ACIB9,,WP_032023227.1,,UPI000451DB92,1310613,EXB03790.1,,WP_032023227.1,WP_032023227.1
A0A013SB36,A0A013SB36_9GAMM,,WP_032036682.1,,UPI000449DBAB,1310791,EXS28217.1,,WP_032036682.1,WP_032036682.1
A0A013UE13,A0A013UE13_9GAMM,,WP_032036323.1,,UPI0004492D9B,1310791,EXS28610.1,,WP_032036323.1,WP_032036323.1
A0A013TH43,A0A013TH43_9GAMM,,WP_032035858.1,,UPI00045249BC,1310791,EXS29148.1,,WP_032035858.1,WP_032035858.1
A0A013S806,A0A013S806_9GAMM,,WP_032035172.1,,UPI00044E8C48,1310791,EXS30579.1,,WP_032035172.1,WP_032035172.1
A0A013SHF4,A0A013SHF4_9GAMM,,WP_032035169.1,,UPI00044FF073,1310791,EXS30587.1,,WP_032035169.1,WP_032035169.1
A0A013TB68,A0A013TB68_9GAMM,,WP_032035168.1,,UPI00044A2C1C,1310791,EXS30506.1,,WP_032035168.1,WP_032035168.1
A0A013SH45,A0A013SH45_9GAMM,,WP_032035166.1,,UPI00044C525F,1310791,EXS30492.1,,WP_032035166.1,WP_032035166.1
A0A013TMG4,A0A013TMG4_9GAMM,,WP_032034710.1,,UPI0004456691,1310791,EXS30988.1,,WP_032034710.1,WP_032034710.1
A0A013TB41,A0A013TB41_9GAMM,,WP_032034704.1,,UPI00044B2FD1,1310791,EXS30476.1,,WP_032034704.1,WP_032034704.1
A0A013TBB0,A0A013TBB0_9GAMM,,WP_032034702.1,,UPI0004517689,1310791,EXS30551.1,,WP_032034702.1,WP_032034702.1
A0A8I1L3B7,A0A8I1L3B7_ACIPI,,WP_019767708.1,,UPI000310FDC2,48296,MBK1446237.1,,WP_019767708.1,WP_019767708.1
A0A010J2R3,A0A010J2R3_9GAMM,,WP_032003580.1,,UPI00044C0E49,1310681,EXE63410.1,,WP_032003580.1,WP_032003580.1
A0A010ISB7,A0A010ISB7_9GAMM,,WP_032003442.1,,UPI00044B0833,1310681,EXE63187.1,,WP_032003442.1,WP_032003442.1
A0A011V066,A0A011V066_RUMAL,,WP_024858476.1,,UPI0004458310,1341156,EXM38376.1; EXM38847.1,,WP_024858476.1,WP_024858476.1
A0A011VVW3,A0A011VVW3_RUMAL,,WP_024858472.1,,UPI00044A5EF2,1341156,EXM38743.1; EXM39130.1,,WP_024858472.1,WP_024858472.1
A0A011V0H0,A0A011V0H0_RUMAL,,WP_024858345.1,,UPI00044C26E0,1341156,EXM38947.1,,WP_024858345.1,WP_024858345.1
A0A011VV03,A0A011VV03_RUMAL,,WP_024858201.1,,UPI00044FEDFF,1341156,EXM39066.1,,WP_024858201.1,WP_024858201.1
A0A011UG17,A0A011UG17_RUMAL,,WP_024857601.1,,UPI000451118B,1341156,EXM39599.1,,WP_024857601.1,WP_024857601.1
A0A011VZ46,A0A011VZ46_RUMAL,,WP_024857463.1,,UPI00044FC660,1341156,EXM40591.1,,WP_024857463.1,WP_024857463.1
A0A011WTR5,A0A011WTR5_RUMAL,,WP_024857222.1,,UPI0004483481,1341156,EXM40410.1,,EXM40410.1,WP_024857222.1
A0A011VSG8,A0A011VSG8_RUMAL,,WP_024857035.1,,UPI000449DCE1,1341156,EXM37513.1,,WP_024857035.1,WP_024857035.1
A0A011UWI3,A0A011UWI3_RUMAL,,WP_024856991.1,,UPI00044F5FDC,1341156,EXM37527.1,,WP_024856991.1,WP_024856991.1
A0A011WL36,A0A011WL36_RUMAL,,WP_024856765.1,,UPI00044B77D1,1341156,EXM37760.1,,WP_024856765.1,WP_024856765.1
A0A011UZJ9,A0A011UZJ9_RUMAL,,WP_024856762.1,,UPI0004455E67,1341156,EXM38612.1,,WP_024856762.1,WP_024856762.1
A0A011UY34,A0A011UY34_RUMAL,,WP_024856359.1,,UPI0004510489,1341156,EXM38127.1,,WP_024856359.1,WP_024856359.1
A0A011WMX7,A0A011WMX7_RUMAL,,WP_024858477.1,,UPI000453B234,1341156,EXM38375.1; EXM38846.1,,WP_024858477.1,WP_024858477.1
A0A011WMA4,A0A011WMA4_RUMAL,,WP_024856337.1,,UPI00044BEC02,1341156,EXM38145.1,,WP_024856337.1,WP_024856337.1
A0A011WSH8,A0A011WSH8_RUMAL,,WP_024856197.1,,UPI0004493070,1341156,EXM39960.1,,WP_024856197.1,WP_024856197.1
A0A011VX72,A0A011VX72_RUMAL,,WP_024856098.1,,UPI000446BF96,1341156,EXM39871.1,,WP_024856098.1,WP_024856098.1
A0A011V2M7,A0A011V2M7_RUMAL,,WP_024855902.1,,UPI00044C829F,1341156,EXM39697.1,,WP_024855902.1,WP_024855902.1
A0A010SJ66,A0A010SJ66_PSEFL,,WP_024264963.1,,UPI0003F4AA82,1042209,EXF93100.1,,WP_024264963.1,WP_024264963.1
A0A1C2W4I6,A0A1C2W4I6_ACIPI,,WP_023187966.1,,UPI00030452BC,48296,OCZ30155.1; OTK62497.1,,WP_023187966.1,WP_023187966.1
A0A8I1L0I2,A0A8I1L0I2_ACIPI,,WP_023187862.1,,UPI0002EA7619,48296,MBK1446235.1,,WP_023187862.1,WP_023187862.1
A0A011UY60,A0A011UY60_RUMAL,,WP_024856329.1,,UPI0004515B6C,1341156,EXM38152.1,,WP_024856329.1,WP_024856329.1
A0A010JWJ1,A0A010JWJ1_9GAMM,,WP_032003579.1,,UPI00044C05B2,1310681,EXE63409.1,,WP_032003579.1,WP_032003579.1
A0A010KAV2,A0A010KAV2_9GAMM,,WP_032003438.1,,UPI00044E19A7,1310681,EXE63183.1,,WP_032003438.1,WP_032003438.1
A0A010KAU7,A0A010KAU7_9GAMM,,WP_032003436.1,,UPI000445C0C3,1310681,EXE63178.1,,WP_032003436.1,WP_032003436.1
A0A010JV82,A0A010JV82_9GAMM,66396173,WP_032003215.1,,UPI00044568E7,1310681,EXE62884.1,,WP_032003215.1,WP_032003215.1
A0A009PZ47,A0A009PZ47_ACIBA,,WP_031989347.1,,UPI00044BF145,1310607,EXC04293.1; EXC06265.1; EXC07813.1,,WP_031989347.1,WP_031989347.1
A0A009SGW4,A0A009SGW4_ACIBA,,WP_031987789.1,,UPI00044BA6F8,1310630,EXC52196.1,,WP_031987789.1,WP_031987789.1
A0A7S8ZTR8,A0A7S8ZTR8_ACIBA,,WP_031977943.1,,UPI000450F28B,470,QPF12101.1,,WP_031977943.1,WP_031977943.1
A0A009S5A5,A0A009S5A5_ACIBA,,WP_031977941.1,,UPI00044BE5A3,1310630,EXC48655.1,,WP_031977941.1,WP_031977941.1
A0A6L8MC48,A0A6L8MC48_ACIBA,,WP_031966624.1,,UPI0004482704,470,CUW33890.1; MYM80247.1,,WP_031966624.1,WP_031966624.1
A0A1S2G481,A0A1S2G481_ACIBA,,WP_031966623.1,,UPI0004463F6E,470,CUW33892.1; MYM76749.1,,WP_031966623.1,WP_031966623.1
A0A2G8UF51,A0A2G8UF51_ACIBA,,WP_029424471.1,,UPI000421E792,470,MBD0219369.1; MBP4961437.1,,WP_029424471.1,WP_029424471.1
A0A3A0GKN7,A0A3A0GKN7_ACIBA,,WP_029423986.1,,UPI000461C144,470,CUW36248.1; MBD0222164.1; MBP4957935.1; MYM79339.1,,WP_029423986.1,WP_029423986.1
A0A011VZE3,A0A011VZE3_RUMAL,,WP_028510886.1,,UPI0004515560,1341156,EXM40696.1,,WP_028510886.1,WP_028510886.1
A0A506IRW8,A0A506IRW8_ACIBA,,WP_000433923.1,,UPI00021B76B8,470,MBD0219969.1; MQZ67614.1; MQZ68802.1; RTB89242.1; TPU61471.1,,WP_000433923.1,WP_000433923.1
A0A0M3FR56,A0A0M3FR56_ACIBA,,WP_000404171.1,,UPI00026E16AB,470,KZA21021.1; MQZ68137.1; RTB95478.1; TPU61979.1,,WP_000404171.1,WP_000404171.1
A0A380UWU3,A0A380UWU3_ACIBA,,WP_000247946.1,,UPI0002BC4CE3,470,MQR51449.1,,WP_000247946.1,WP_000247946.1
A0A334WPJ0,A0A334WPJ0_ACIBA,,WP_000238908.1,,UPI0002770E27,470,MBD0220715.1; PRN32011.1; SSI59610.1,,WP_000238908.1,WP_000238908.1
A0A009I8J9,A0A009I8J9_ACIB9,,WP_000731765.1,,UPI0002BB2741,1310613,EXB06776.1,,WP_000731765.1,WP_000731765.1
A0A009PHF0,A0A009PHF0_ACIBA,,WP_000065241.1,,UPI000277BEA6,1310607,EXC04294.1; EXC07812.1,,WP_000065241.1,WP_000065241.1
A0A009P9U5,A0A009P9U5_ACIBA,,WP_000200014.1,,UPI00028EA679,1310607,EXC05303.1,,WP_000200014.1,WP_000200014.1
A0A6I4HTX4,A0A6I4HTX4_ACIBA,,WP_000157679.1,,UPI0002B9D77F,470,MVM94137.1,,WP_000157679.1,WP_000157679.1
A0A5P1AJB5,A0A5P1AJB5_ACIBA,,WP_000153890.1,,UPI0002BBE33D,470,MQZ68133.1; RTB95482.1; TPU61983.1,,WP_000153890.1,WP_000153890.1
A0A0R0YUA1,A0A0R0YUA1_ACIBA,,WP_001251854.1,,UPI0002BA90E8,470,RSQ44409.1,,WP_001251854.1,WP_001251854.1
A0A2G8W3V3,A0A2G8W3V3_ACIBA,,WP_001155162.1,,UPI00028CDE0F,470,MBP4958807.1,,WP_001155162.1,WP_001155162.1
A0A828STH5,A0A828STH5_ACIBA,,WP_001159743.1,,UPI0001D318FF,525242,EGJ67805.1,,WP_001159743.1,WP_001159743.1
A0A062IUX5,A0A062IUX5_ACIBA,,WP_002059996.1,,UPI0002AEB91E,1310697,KCY22651.1,,WP_002059996.1,WP_002059996.1
A0A1S8UDH3,A0A1S8UDH3_ACIBA,,WP_002055243.1,,UPI000278980B,470,EGY2376025.1; EKU3568700.1; EMN1071797.1; MBP4957938.1,,WP_002055243.1,WP_002055243.1
A0A009PMU2,A0A009PMU2_ACIBA,,WP_002045950.1,,UPI0002AEA5CE,1310607,EXC09834.1,,WP_002045950.1,WP_002045950.1
A0A009Q7M8,A0A009Q7M8_ACIBA,,WP_002062752.1,,UPI0002AEC159,1310607,EXC05826.1,,WP_002062752.1,WP_002062752.1
A0A011AIL7,A0A011AIL7_9ACTN,,WP_063725713.1,,UPI0004496ECE,927661,EXG81856.1,,WP_063725713.1,WP_063725713.1
A0A009TLE9,A0A009TLE9_ACIBA,,WP_001285121.1,,UPI00028DF3CE,1310630,EXC52194.1,,WP_001285121.1,WP_001285121.1
A0A077GDP1,A0A077GDP1_ACIBA,,WP_000940839.1,,UPI0002B80A72,470,EGY2376831.1; MYM77471.1,,WP_000940839.1,WP_000940839.1
A0A0G4QS96,A0A0G4QS96_ACIBA,,WP_000935949.1,,UPI00026E20A1,470,CUW35820.1; KZA10754.1; MQZ66801.1; MYM78905.1; RTB88848.1; TPU64153.1,,WP_000935949.1,WP_000935949.1
A0A2G1TLG1,A0A2G1TLG1_ACIBA,,WP_000824430.1,,UPI00028C720C,470,EGY2379085.1,,WP_000824430.1,WP_000824430.1
A0A217EID9,A0A217EID9_9GAMM,,WP_001029592.1,,UPI000939DAEB,1229165,SNQ30065.1; SNQ30243.1,,WP_001029592.1,WP_001029592.1
A0A9P2P7Q1,A0A9P2P7Q1_ACIBA,,WP_001027738.1,,UPI0002B80592,470,EGY2376836.1,,WP_001027738.1,WP_001027738.1
A0A009TE13,A0A009TE13_ACIBA,,WP_001018281.1,,UPI0002789439,1310630,EXC52759.1,,WP_001018281.1,WP_001018281.1
A0A009P811,A0A009P811_ACIBA,,WP_000994943.1,,UPI00026E1EF7,1310607,EXC04286.1; EXC06258.1; EXC07820.1,,WP_000994943.1,WP_000994943.1
A0A1H7LFF2,A0A1H7LFF2_RUMAL,,WP_074833625.1,,UPI0008C4F210,1264,SEK97633.1,,WP_074833625.1,WP_074833625.1
V5VBI3,V5VBI3_ACIBA,,WP_000991230.1,,UPI000178613E,470,APP29902.1; KQD55087.1; PZM16325.1,,WP_000991230.1,WP_000991230.1
N9L2E9,N9L2E9_ACIBA,,WP_000152665.1,,UPI0002296BF6,1217629,ENW72324.1,,WP_000152665.1,WP_000152665.1
R8Z248,R8Z248_9GAMM,60754860,WP_002117581.1,,UPI0001CF785B,1785128,EOQ75720.1; MDD9316305.1; RSO58744.1,,WP_002117581.1,WP_002117581.1
N9KE18,N9KE18_ACIBA,,WP_000080827.1,,UPI0001D31CA1,1217629,ENW66845.1,,WP_000080827.1,WP_000080827.1
A3M1Q6,RL31B_ACIBT,60877329,WP_001224256.1,,UPI0000F2F612,400667,ABO10850.1,,WP_001224256.1,WP_001224256.1
D0CE02,D0CE02_ACIB2,,WP_000750961.1,,UPI0001B8FE0A,575584,EEX02313.1,,WP_000750961.1,WP_000750961.1
N9BXB8,N9BXB8_9GAMM,66211356,WP_004985826.1,,UPI00029AEA74,1257043,ENV78242.1,,WP_004985826.1,WP_004985826.1
N9KQQ8,N9KQQ8_ACIBA,,WP_000749906.1,,UPI00027894FD,1217629,ENW68546.1,,WP_000749906.1,WP_000749906.1
D0CDB8,D0CDB8_ACIB2,,WP_000083551.1,,UPI000165E39D,575584,EEX02557.1,,WP_000083551.1,WP_000083551.1
D0CDH0,D0CDH0_ACIB2,66395956,WP_000190594.1,,UPI000165E62B,575584,EEX02609.1,,WP_000190594.1,WP_000190594.1
V5V9W9,V5V9W9_ACIBA,,WP_000083555.1,,UPI0001786140,470,APP29906.1; KQD55083.1; MDK4880378.1; OTM79728.1; QPF12886.1; RSP77133.1; RSQ49518.1,,WP_000083555.1,WP_000083555.1
N9KF84,N9KF84_ACIBA,,WP_000992291.1,,UPI000165EEDF,1217629,ENW67245.1,,WP_000992291.1,WP_000992291.1
D0CDC0,D0CDC0_ACIB2,,WP_001139541.1,,UPI0001B8FC1E,575584,EEX02559.1,,WP_001139541.1,WP_001139541.1
D0C864,D0C864_ACIB2,66397493,WP_000749814.1,,UPI00017301E5,575584,EEX05179.1,,WP_000749814.1,WP_000749814.1
N9J9H6,N9J9H6_ACIBA,,WP_001277128.1,,UPI000172FD28,1217629,ENW68308.1,,WP_001277128.1,WP_001277128.1
B7GWQ5,TRPA_ACIB3,66395912,WP_000088559.1,,UPI0001612C91,557600,ACJ56734.1,,WP_000088559.1,WP_000088559.1
D0CD52,D0CD52_ACIB2,66395799,WP_000877281.1,,UPI00003D8B8A,575584,EEX02989.1,,WP_000877281.1,WP_000877281.1
D0C5Q7,D0C5Q7_ACIB2,66396626,WP_000461855.1,,UPI000165E57C,575584,EEX04322.1,,WP_000461855.1,WP_000461855.1
N8QYH6,N8QYH6_9GAMM,,WP_000701730.1,,UPI0001AF0A9B,1530123,ENU43640.1; QNX07975.1,,WP_000701730.1,WP_000701730.1
N9KXQ4,N9KXQ4_ACIBA,66397492,WP_000566431.1,,UPI00017301E6,1217629,ENW70981.1,,WP_000566431.1,WP_000566431.1
V5VC98,V5VC98_ACIBA,60879310,WP_000080538.1,,UPI00003D9849,470,AKA31561.1; APP32505.1; CUW35434.1; EKU3567961.1; EMN1071058.1; KQD55333.1; KZA17642.1; MBD0218832.1; MBP4959254.1; MDK4881928.1; MQR49431.1; MQZ70051.1; MVM90955.1; MYM78506.1; NDW40398.1; OIG73532.1; OTM86599.1; OWK68094.1; PQL84053.1; PRN32847.1; PZM14802.1; QPF11954.1; RSP79141.1; RSQ46083.1; RTB94351.1; SSI39589.1; SST23138.1; TPU62929.1,,WP_000080538.1,WP_000080538.1
L9M414,L9M414_9GAMM,,WP_000838342.1,,UPI0001AF0A9E,903945,ELW81836.1,,WP_000838342.1,WP_000838342.1
N9JQB4,N9JQB4_ACIBA,66395888,WP_000986451.1,,UPI000165E2C3,1217629,ENW73918.1,,WP_000986451.1,WP_000986451.1
N9KUK4,N9KUK4_ACIBA,66396990,WP_001284535.1,,UPI00017300E9,1217629,ENW72180.1,,WP_001284535.1,WP_001284535.1
R8YXU1,R8YXU1_9GAMM,60754337,WP_005076466.1,,UPI0002CD9909,1785128,EOQ72342.1,,WP_005076466.1,WP_005076466.1
N9C5G4,N9C5G4_9GAMM,66211289,WP_004985622.1,,UPI00029AC6EE,1257043,ENV80756.1,,WP_004985622.1,WP_004985622.1
N9DJI8,N9DJI8_9GAMM,66211105,WP_004995177.1,,UPI0002CD7B10,1257043,ENV80598.1,,WP_004995177.1,WP_004995177.1
W8FRZ6,W8FRZ6_ACIBA,,WP_001035148.1,,UPI00026E1C17,470,AHK10231.1; KZA21782.1; MBD0222098.1; MDK4880400.1,,WP_001035148.1,WP_001035148.1
W8FVE1,W8FVE1_ACIBA,,WP_001032032.1,,UPI00026E1C18,470,AHK10230.1; KZA21781.1; MDK4880399.1; RTB97392.1,,WP_001032032.1,WP_001032032.1
K9A3Z5,K9A3Z5_9GAMM,,WP_001017481.1,,UPI00026E13B9,903915,EKU37502.1,,WP_001017481.1,WP_001017481.1
V5VFB2,V5VFB2_ACIBA,9383292,WP_000140408.1,,UPI000172FC8B,470,AKA32610.1; CUW34396.1; EGY2379022.1; EKU3567516.1; EMN1070613.1; KQD45665.1; KZA20292.1; MBD0221138.1; MBP4958217.1; MDK4880942.1; MQR48862.1; MQZ67731.1; MVM92480.1; MYM77395.1; NDW41152.1; OIG67110.1; OTM84518.1; OWK67178.1; PQL81409.1; PRN28199.1; PZM10429.1; QPF14270.1; RSP81069.1; RSQ45274.1; RSR48302.1; RTB94698.1; SSI56596.1; SST18457.1; TPU68633.1,,WP_000140408.1,WP_000140408.1
V5VH61,V5VH61_ACIBA,66398037,WP_000214787.1,,UPI000165E84D,470,AKA32602.1; APP31540.1; CUW34403.1; EGY2378810.1; EKU3567523.1; EMN1070620.1; KQD52857.1; MBD0221131.1; MBP4958210.1; MDK4880935.1; MQR48855.1; MVM92473.1; MYM77402.1; NDW41145.1; OIG67117.1; OTM84511.1; OWK67171.1; PQL81402.1; PRN32691.1; PZM09271.1; QPF14277.1; RSP81077.1; RSQ43240.1; SSI56624.1; SST18443.1,,WP_000214787.1,WP_000214787.1
N9J821,N9J821_ACIBA,66398040,WP_000956799.1,,UPI000172FCB5,1217629,ENW67808.1,,WP_000956799.1,WP_000956799.1
D0CDG7,D0CDG7_ACIB2,66395953,WP_000734697.1,,UPI000165E628,575584,EEX02606.1,,WP_000734697.1,WP_000734697.1
N9DBQ5,N9DBQ5_9GAMM,,WP_005002911.1,,UPI0002CF145C,1257043,ENV80044.1,,WP_005002911.1,WP_005002911.1
R8YVY5,R8YVY5_9GAMM,,WP_002118587.1,,UPI0001CF7F53,1785128,EOQ73565.1,,WP_002118587.1,WP_002118587.1
N8SEI2,N8SEI2_9GAMM,60752620,WP_002119517.1,,UPI0001CF803F,1530123,ENU44812.1; PJF02526.1; QNX05867.1; QNX09179.1; QNX71874.1; QNY06859.1; QNY27912.1; QOD72780.1; TEU27385.1,,WP_002119517.1,WP_002119517.1
D0CDC3,D0CDC3_ACIB2,,WP_001155165.1,,UPI0001B8FC21,575584,EEX02562.1,,WP_001155165.1,WP_001155165.1
A3M8Q6,SYDND_ACIBT,,WP_000986448.1,,UPI0001786156,400667,ABO13300.2,,WP_000986448.1,WP_000986448.1
N9JQB5,N9JQB5_ACIBA,,WP_001251493.1,,UPI00026E1C1A,1217629,ENW73917.1,,WP_001251493.1,WP_001251493.1
K9C7R4,K9C7R4_ACIPI,,WP_002118643.1,,UPI000200BD66,48296,AMX20226.1; BBQ48077.1; MBJ8430630.1; MBK1443541.1; USU95811.1,,WP_002118643.1,WP_002118643.1
B7GWQ6,ACCD_ACIB3,66395913,WP_001071168.1,,UPI000165E3A3,557600,ACJ58797.1,,WP_001071168.1,WP_001071168.1
N9JZT4,N9JZT4_ACIBA,,WP_000556104.1,,UPI0002818A4F,1217629,ENW77213.1,,WP_000556104.1,WP_000556104.1
N9DJR4,N9DJR4_9GAMM,,WP_005002081.1,,UPI0002D0C32D,1257043,ENV80708.1,,WP_005002081.1,WP_005002081.1
N9D791,N9D791_9GAMM,66213048,WP_004987106.1,,UPI00029B0EDB,1257043,ENV78504.1,,WP_004987106.1,WP_004987106.1
N9M343,N9M343_9GAMM,,WP_000152657.1,,UPI000172FD2E,1217707,ENW84804.1,,WP_000152657.1,WP_000152657.1
D0C9Q5,D0C9Q5_ACIB2,66398184,WP_001276144.1,,UPI000165E1A7,575584,EEX03974.1,,WP_001276144.1,WP_001276144.1
N9DJM2,N9DJM2_ACIBZ,,WP_000101621.1,,UPI0001AF0AA1,981324,ENV98001.1,,WP_000101621.1,WP_000101621.1
N9JKV3,N9JKV3_ACIBA,,WP_001005050.1,,UPI0002296BF7,1217629,ENW72323.1,,WP_001005050.1,WP_001005050.1
R8YJL4,R8YJL4_ACIPI,60736527,WP_000749813.1,,UPI00028F15D2,1217691,EOQ69600.1,,WP_000749813.1,WP_000749813.1
R8YFM7,R8YFM7_ACIPI,60755008,WP_004703325.1,,UPI0001CF787E,1217691,EOQ68223.1,,WP_004703325.1,WP_004703325.1
D0C9Q3,D0C9Q3_ACIB2,66398186,WP_000844343.1,,UPI000165E1A9,575584,EEX03972.1,,WP_000844343.1,WP_000844343.1
V5VA29,V5VA29_ACIBA,66395909,WP_000364279.1,,UPI00003D8F92,470,APP29903.1; CUW36490.1; KQD55086.1; KZA21757.1; MQZ67552.1; NDW41750.1; OIG73224.1; OTM79725.1; QPF12883.1; RTB97417.1; SST21973.1; TPU66001.1,,WP_000364279.1,WP_000364279.1
D0CE04,D0CE04_ACIB2,,WP_000360130.1,,UPI0001B8FE0C,575584,EEX02315.1,,WP_000360130.1,WP_000360130.1
D0C946,D0C946_ACIB2,,WP_000401163.1,,UPI000172FD2C,575584,EEX04210.1,,WP_000401163.1,WP_000401163.1
N8S4Q6,N8S4Q6_9GAMM,,WP_004704381.1,,UPI0002D0D4D2,1530123,ENU41317.1,,WP_004704381.1,WP_004704381.1
D0CE05,D0CE05_ACIB2,,WP_000845021.1,,UPI0001B8FE0D,575584,EEX02316.1,,WP_000845021.1,WP_000845021.1
A6WXG4,LEUC_BRUA4,61318625,WP_010657579.1,,UPI0001588D5A,439375,ABS13668.1,,WP_010657579.1,WP_010657579.1
N8QZZ8,N8QZZ8_9GAMM,,WP_000835370.1,,UPI0001CF7E22,1530123,ENU44286.1,,WP_000835370.1,WP_000835370.1
N9L6Z0,N9L6Z0_ACIBA,,WP_002059997.1,,UPI00029807AD,1217629,ENW73919.1,,WP_002059997.1,WP_002059997.1
D0C947,D0C947_ACIB2,,WP_001039309.1,,UPI000172FD2D,575584,EEX04211.1,,WP_001039309.1,WP_001039309.1
V5VFR8,V5VFR8_ACIBA,,WP_000621543.1,,UPI000165E1AA,470,AKA32770.1; CUW34255.1; EGY2378180.1; EKU3567374.1; EMN1070471.1; MBD0221670.1; MBP4958366.1; MDK4882287.1; MQR50815.1; MVM92925.1; MYM77271.1; PQL81621.1; PRN29004.1; RSP77545.1; RSQ42676.1; RSR61711.1; SSI24095.1,,WP_000621543.1,WP_000621543.1
V5VA20,V5VA20_ACIBA,66395954,WP_000850476.1,,UPI000173055F,470,CUW36444.1; MBD0220654.1; MBP4958851.1; MDK4880330.1; NDW41795.1; OWK66729.1; PQL84983.1; PRN34456.1; RSP75354.1; RSQ37766.1; SSI67383.1,,WP_000850476.1,WP_000850476.1
N9JZQ2,N9JZQ2_ACIBA,,WP_000021437.1,,UPI00026E1335,1217629,ENW77212.1,,WP_000021437.1,WP_000021437.1
D0CD53,D0CD53_ACIB2,66395800,WP_000813006.1,,UPI000156806C,575584,EEX02990.1,,WP_000813006.1,WP_000813006.1
A6WYL5,A6WYL5_BRUA4,61318144,WP_010659420.1,,UPI000158923C,439375,ABS14069.1; NKC48039.1,,WP_010659420.1,WP_010659420.1
D0CD55,D0CD55_ACIB2,66395802,WP_000021434.1,,UPI000165EC06,575584,EEX02992.1,,WP_000021434.1,WP_000021434.1
N9J6R4,N9J6R4_ACIBA,,WP_002060167.1,,UPI0001CF77FB,1217629,ENW67357.1,,WP_002060167.1,WP_002060167.1
V5VB92,V5VB92_ACIBA,66395805,WP_000180205.1,,UPI000165EC09,470,APP30033.1; CUW36579.1; EGY2378956.1; EKU3568652.1; EMN1071749.1; KQD51723.1; KZA12325.1; MBD0221452.1; MBP4959118.1; MQR48076.1; MQZ70478.1; MVM91863.1; MYM79744.1; NDW43032.1; OTM88969.1; OWK64893.1; PQL85200.1; PRN30577.1; QPF12979.1; RSQ42763.1; RTB85700.1; SSI70379.1; SST24203.1; TPU60386.1,,WP_000180205.1,WP_000180205.1
N8QX52,N8QX52_9GAMM,,WP_000370476.1,,UPI0002AEE0A6,1530123,ENU43175.1; QOD72222.1,,WP_000370476.1,WP_000370476.1
D0C950,D0C950_ACIB2,,WP_000378523.1,,UPI000172FD30,575584,EEX04214.1,,WP_000378523.1,WP_000378523.1
N8S810,N8S810_9GAMM,66396208,WP_001054060.1,,UPI0001AEFA77,1530123,ENU43698.1; QNY07187.1; QNY28301.1; QOD72433.1,,WP_001054060.1,WP_001054060.1
D0C862,D0C862_ACIB2,66397491,WP_000051999.1,,UPI0001B8F727,575584,EEX05177.1,,WP_000051999.1,WP_000051999.1
N9KKM1,N9KKM1_ACIBA,,WP_001191832.1,,UPI0001CF7E20,1217629,ENW66846.1,,WP_001191832.1,WP_001191832.1
D0CAI8,D0CAI8_ACIB2,,WP_001085092.1,,UPI0001B8F962,575584,EEX03520.1,,WP_001085092.1,WP_001085092.1
V5V9L8,V5V9L8_ACIBA,66395955,WP_000054208.1,,UPI0001AF232A,470,EGY2376190.1; EKU3569120.1; EMN1072217.1; KQD55131.1; KZA21709.1; MQZ67506.1; MYM79562.1; NDW41796.1; OIG73178.1; OTM93469.1; OWK66728.1; QPF12838.1; SST21884.1; TPU65958.1,,WP_000054208.1,WP_000054208.1
N8PZV4,N8PZV4_9GAMM,69467077,WP_004641881.1,,UPI0001D02567,40373,ENU31825.1,,WP_004641881.1,WP_004641881.1
V5VDY7,V5VDY7_ACIBA,,WP_000052002.1,,UPI000165EDF5,470,AKA32116.1; CUW34868.1; KQD53646.1; KZA20456.1; MBD0221360.1; MDK4882737.1; MQR48984.1; MQZ67914.1; MVM91255.1; MYM77948.1; OTM89835.1; PRN34940.1; PZM16347.1; QPF14710.1; RSP73419.1; RSQ47333.1; RTB90799.1; SSI40187.1; TPU61822.1,,WP_000052002.1,WP_000052002.1
N9J6F7,N9J6F7_ACIBA,66398185,WP_000854785.1,,UPI000172FE64,1217629,ENW67242.1,,WP_000854785.1,WP_000854785.1
K9BIE3,K9BIE3_ACINO,,WP_000058781.1,,UPI0001AF0708,106654,AVF44995.1; MBD8353295.1,,WP_000058781.1,WP_000058781.1
D0CES8,D0CES8_ACIB2,66399060,WP_001983336.1,,UPI000172FBAA,575584,EEX02138.1,,WP_001983336.1,WP_001983336.1
N8S7W1,N8S7W1_9GAMM,,WP_001087629.1,,UPI0001AF0A9D,1530123,ENU43638.1,,WP_001087629.1,WP_001087629.1
N9DIS6,N9DIS6_9GAMM,66211001,WP_004985458.1,,UPI00029A6A85,1257043,ENV80705.1,,WP_004985458.1,WP_004985458.1
