Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Transmembrane/Signal peptide prediction	Superkingdom	Phylum	Class	Order	Genus	Species
Type	AGK98652.1	GCA_000389635.1	+	3925943	3927622	-4957	-3278	2	AGK98655.1	glycosidase		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3924793	3925743	-3078	-2128	0	AGK98654.1	transcriptional regulator/sugar kinase		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3922874	3924328	-1663	-209	0	AGK98653.1	sucrose phosphorylase		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3921408	3922664	1	1257	27	AGK98652.1	oligosaccharide:H+ symporter	TM	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3919560	3921239	1426	3105	2	AGK98651.1	glycosidase		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3918214	3919212	3453	4451	17	AGK98650.1	transcriptional regulator		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3916332	3917816	4849	6333	0	AGK98649.1	hypothetical protein		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3915340	3916236	6429	7325	1	AGK98648.1	permease component of ABC-type sugar transporter	TM	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1

Type	WP_013371219.1	GCF_034085295.1	+	2783456	2784196	-5707	-4967	0	WP_025677748.1	LytTR family DNA-binding domain-containing protein		Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus polymyxa
Type	WP_013371219.1	GCF_034085295.1	+	2784198	2785499	-4965	-3664	0	WP_013371216.1	sensor histidine kinase	TM	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus polymyxa
Type	WP_013371219.1	GCF_034085295.1	+	2785623	2787665	-3540	-1498	0	WP_013371217.1	serine hydrolase domain-containing protein		Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus polymyxa
Type	WP_013371219.1	GCF_034085295.1	+	2787982	2788965	-1181	-198	10000	SKN87_RS12635	pseudogene		Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus polymyxa
Type	WP_013371219.1	GCF_034085295.1	+	2789164	2790399	1	1236	27	WP_013371219.1	MFS transporter	TM	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus polymyxa
Type	WP_013371219.1	GCF_034085295.1	+	2790411	2791895	1248	2732	15	WP_013371220.1	sucrose-6-phosphate hydrolase		Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus polymyxa
Type	WP_013371219.1	GCF_034085295.1	-	2792145	2793158	2982	3995	17	WP_014599762.1	LacI family DNA-binding transcriptional regulator		Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus polymyxa
Type	WP_013371219.1	GCF_034085295.1	+	2793476	2794864	4313	5701	0	WP_013371222.1	glycoside-pentoside-hexuronide (GPH):cation symporter	TM	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus polymyxa
Type	WP_013371219.1	GCF_034085295.1	+	2795395	2795619	6232	6456	0	WP_013371223.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus polymyxa

Type	AAU25613.1	GCA_000011645.1	-	4011702	4012676	-4336	-3362	17	AAU25617.1	putative transcriptional regulator		Bacteria	Bacillota	Bacilli	Bacillales	Bacillus	Bacillus licheniformis DSM 13 = ATCC 14580
Type	AAU25613.1	GCA_000011645.1	+	4010169	4011467	-3127	-1829	0	AAU25616.2	putative extracellular solute-binding protein		Bacteria	Bacillota	Bacilli	Bacillales	Bacillus	Bacillus licheniformis DSM 13 = ATCC 14580
Type	AAU25613.1	GCA_000011645.1	+	4009219	4010157	-1817	-879	1	AAU25615.1	Binding-protein-dependent transport systems inner membrane component	TM	Bacteria	Bacillota	Bacilli	Bacillales	Bacillus	Bacillus licheniformis DSM 13 = ATCC 14580
Type	AAU25613.1	GCA_000011645.1	+	4008374	4009222	-882	-34	4	AAU25614.1	Binding-protein-dependent transport systems inner membrane component	TM	Bacteria	Bacillota	Bacilli	Bacillales	Bacillus	Bacillus licheniformis DSM 13 = ATCC 14580
Type	AAU25613.1	GCA_000011645.1	+	4007104	4008339	1	1236	27	AAU25613.1	putative sugar permease YwbF	TM	Bacteria	Bacillota	Bacilli	Bacillales	Bacillus	Bacillus licheniformis DSM 13 = ATCC 14580
Type	AAU25613.1	GCA_000011645.1	+	4005611	4007089	1251	2729	15	AAU25612.1	Glycoside Hydrolase Family 32		Bacteria	Bacillota	Bacilli	Bacillales	Bacillus	Bacillus licheniformis DSM 13 = ATCC 14580
Type	AAU25613.1	GCA_000011645.1	-	4004220	4005452	2888	4120	0	AAU25611.1	peptidase T (tripeptidase)		Bacteria	Bacillota	Bacilli	Bacillales	Bacillus	Bacillus licheniformis DSM 13 = ATCC 14580
Type	AAU25613.1	GCA_000011645.1	+	4002416	4004080	4260	5924	0	AAU25610.1	cell-division protein and general stress protein (class III heat-shock)		Bacteria	Bacillota	Bacilli	Bacillales	Bacillus	Bacillus licheniformis DSM 13 = ATCC 14580
Type	AAU25613.1	GCA_000011645.1	+	4001956	4002399	5941	6384	0	AAU25609.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Bacillales	Bacillus	Bacillus licheniformis DSM 13 = ATCC 14580
