UniProtKB_AC,UniProtKB_ID,GeneID,RefSeq,PDB,UniParc,NCBI_taxon,EMBL_CDS,Ensembl,target,ncbi_code
A0A037ZMS4,A0A037ZMS4_9RHOB,,WP_035258838.1,,UPI00045A9245,1454373,KAJ56136.1,,WP_035258838.1,WP_035258838.1
A0A037ZKG7,A0A037ZKG7_9RHOB,,WP_035258368.1,,UPI00045AA3F9,1454373,KAJ56139.1,,WP_035258368.1,WP_035258368.1
A0A037ZJ47,A0A037ZJ47_9RHOB,,WP_035258365.1,,UPI00045AE6BB,1454373,KAJ56138.1,,WP_035258365.1,WP_035258365.1
A0A037ZKQ8,A0A037ZKQ8_9RHOB,,WP_035258363.1,,UPI00045ADAE5,1454373,KAJ56137.1,,WP_035258363.1,WP_035258363.1
A0A037ZI59,A0A037ZI59_9RHOB,,WP_035258360.1,,UPI0004593A6D,1454373,KAJ56135.1,,WP_035258360.1,WP_035258360.1
A0A037ZH59,A0A037ZH59_9RHOB,,WP_035257735.1,,UPI00045B28EC,1454373,KAJ55790.1,,WP_035257735.1,WP_035257735.1
A0A037ZJZ6,A0A037ZJZ6_9RHOB,,WP_035257095.1,,UPI000459FF91,1454373,KAJ56770.1,,WP_035257095.1,WP_035257095.1
A0A058ZH84,A0A058ZH84_9RHOB,,WP_035252873.1,,UPI000456FFFE,1461693,KCV80994.1,,WP_035252873.1,WP_035252873.1
A0A058ZHC2,A0A058ZHC2_9RHOB,,WP_035252870.1,,UPI0004570DBC,1461693,KCV80993.1,,WP_035252870.1,WP_035252870.1
A0A037ZFH4,A0A037ZFH4_9RHOB,,WP_035259947.1,,UPI000459C543,1454373,KAJ54868.1,,WP_035259947.1,WP_035259947.1
A0A058ZIH0,A0A058ZIH0_9RHOB,,WP_035252868.1,,UPI00045705B3,1461693,KCV80992.1,,WP_035252868.1,WP_035252868.1
A0A058ZJ31,A0A058ZJ31_9RHOB,,WP_035251790.1,,UPI0004570583,1461693,KCV81634.1,,WP_035251790.1,WP_035251790.1
A0A058ZK75,A0A058ZK75_9RHOB,,WP_035251702.1,,UPI0004570891,1461693,KCV81587.1,,WP_035251702.1,WP_035251702.1
A0A058ZIR4,A0A058ZIR4_9RHOB,,WP_035251508.1,,UPI0004570022,1461693,KCV81463.1,,WP_035251508.1,WP_035251508.1
A0A058ZQG6,A0A058ZQG6_9RHOB,,WP_035248001.1,,UPI0004570ABC,1461693,KCV83783.1,,WP_035248001.1,WP_035248001.1
A0A058ZRH1,A0A058ZRH1_9RHOB,,WP_035247871.1,,UPI0004570FF8,1461693,KCV83727.1,,WP_035247871.1,WP_035247871.1
A0A060UQG9,A0A060UQG9_9PROT,,WP_035192991.1,,UPI0004A5623E,160808,CDQ10486.1,,WP_035192991.1,WP_035192991.1
A0A060UP43,A0A060UP43_9PROT,,WP_035192277.1,,UPI0004A59B15,160808,CDQ10021.1,,WP_035192277.1,WP_035192277.1
A0A060UR82,A0A060UR82_9PROT,,WP_035191711.1,,UPI0004A5A177,160808,CDQ09313.1; OCB02993.1; QQD72399.1,,WP_035191711.1,WP_035191711.1
A0A060UQH8,A0A060UQH8_9PROT,,WP_035191014.1,,UPI0004A560EC,160808,CDQ08834.1,,WP_035191014.1,WP_035191014.1
A0A060UP76,A0A060UP76_9PROT,,WP_035190644.1,,UPI0004A57396,160808,CDQ08603.1,,WP_035190644.1,WP_035190644.1
A0A060V001,A0A060V001_9PROT,,WP_035190159.1,,UPI0004AC3BB5,160808,CDQ12248.1,,WP_035190159.1,WP_035190159.1
A0A058ZJJ9,A0A058ZJJ9_9RHOB,,WP_035252865.1,,UPI000456FF4C,1461693,KCV80991.1,,WP_035252865.1,WP_035252865.1
A0A069E358,A0A069E358_9PROT,,WP_035569331.1,,UPI0004A9703A,1280949,KCZ84585.1,,WP_035569331.1,WP_035569331.1
A0A037ZDD2,A0A037ZDD2_9RHOB,,WP_035261215.1,,UPI000459FC8A,1454373,KAJ54474.1,,WP_035261215.1,WP_035261215.1
A0A031LTP5,A0A031LTP5_9GAMM,,WP_035265301.1,,UPI00044EC6C8,466088,EZQ11762.1,,WP_035265301.1,WP_035265301.1
A0A059DY05,A0A059DY05_9PROT,,WP_035554816.1,,UPI0004590F38,1280948,KCZ58279.1,,WP_035554816.1,WP_035554816.1
A0A059G460,A0A059G460_9PROT,,WP_035540068.1,,UPI00045912B3,1280953,KDA01504.1,,WP_035540068.1,WP_035540068.1
A0A059G3S6,A0A059G3S6_9PROT,,WP_035540064.1,,UPI000458CAA7,1280953,KDA01502.1,,WP_035540064.1,WP_035540064.1
A0A059G9C2,A0A059G9C2_9PROT,,WP_035536579.1,,UPI000458A230,1280953,KDA03324.1,,WP_035536579.1,WP_035536579.1
A0A059G9V0,A0A059G9V0_9PROT,,WP_035535999.1,,UPI000458B7AF,1280953,KDA03596.1,,WP_035535999.1,WP_035535999.1
A0A059GAI9,A0A059GAI9_9PROT,,WP_035535996.1,,UPI0004590DA1,1280953,KDA03595.1,,WP_035535996.1,WP_035535996.1
A0A059GBT9,A0A059GBT9_9PROT,,WP_035535895.1,,UPI000458C2A9,1280953,KDA03918.1,,WP_035535895.1,WP_035535895.1
A0A059GCC9,A0A059GCC9_9PROT,,WP_035535636.1,,UPI000458F2E0,1280953,KDA04168.1,,WP_035535636.1,WP_035535636.1
A0A024P8W6,A0A024P8W6_9BACI,,WP_035511017.1,,UPI00045CBFBC,195088,CDQ25380.1,,WP_035511017.1,WP_035511017.1
A0A024P6Q7,A0A024P6Q7_9BACI,,WP_035509326.1,,UPI00045D0BC4,195088,CDQ24468.1,,WP_035509326.1,WP_035509326.1
A0A059NXJ9,A0A059NXJ9_9BACI,,WP_035507318.1,,UPI00045D1AE0,195088,CDQ23510.1,,WP_035507318.1,WP_035507318.1
A0A037ZDG6,A0A037ZDG6_9RHOB,,WP_035262348.1,,UPI00045A513A,1454373,KAJ54187.1,,WP_035262348.1,WP_035262348.1
A0A059NXM0,A0A059NXM0_9BACI,,WP_035507298.1,,UPI00045CA055,195088,CDQ23498.1,,WP_035507298.1,WP_035507298.1
A0A024P2J4,A0A024P2J4_9BACI,,WP_035504700.1,,UPI00045CBE6B,195088,CDQ21837.1,,WP_035504700.1,WP_035504700.1
A0A024P193,A0A024P193_9BACI,,WP_035504684.1,,UPI00045CB509,195088,CDQ21828.1,,WP_035504684.1,WP_035504684.1
A0A031IDW7,A0A031IDW7_9BACL,,WP_035410751.1,,UPI00044E51D4,1470592,EZP59799.1,,WP_035410751.1,WP_035410751.1
A0A031IEA6,A0A031IEA6_9BACL,,WP_035410134.1,,UPI00044FFF22,1470592,EZP59548.1,,WP_035410134.1,WP_035410134.1
A0A017RTS3,A0A017RTS3_9CLOT,,WP_035380188.1,,UPI0004372DB2,1403537,EYE88153.1,,WP_035380188.1,WP_035380188.1
A0A031LQL6,A0A031LQL6_9GAMM,,WP_035267628.1,,UPI00044AB29E,466088,EZQ06719.1,,WP_035267628.1,WP_035267628.1
A0A031LNQ0,A0A031LNQ0_9GAMM,,WP_035267626.1,,UPI0004450793,466088,EZQ06717.1,,WP_035267626.1,WP_035267626.1
A0A031LSG0,A0A031LSG0_9GAMM,,WP_035266686.1,,UPI00044AAA56,466088,EZQ10429.1,,WP_035266686.1,WP_035266686.1
A0A031LX85,A0A031LX85_9GAMM,,WP_035265303.1,,UPI00044B72BC,466088,EZQ11763.1,,WP_035265303.1,WP_035265303.1
A0A059NZB4,A0A059NZB4_9BACI,,WP_035507296.1,,UPI00045D150F,195088,CDQ23497.1,,WP_035507296.1,WP_035507296.1
A0A009PHF0,A0A009PHF0_ACIBA,,WP_000065241.1,,UPI000277BEA6,1310607,EXC04294.1; EXC07812.1,,WP_000065241.1,WP_000065241.1
A0A9P1R5E8,A0A9P1R5E8_PSEAI,,WP_003113561.1,,UPI00000C546A,287,CRP00995.1,,WP_003113561.1,WP_003113561.1
A0A061JU39,A0A061JU39_STUST,,WP_003297325.1,,UPI000290E84B,1218352,EWC43227.1,,WP_003297325.1,WP_003297325.1
A0A061JQB3,A0A061JQB3_STUST,,WP_003296141.1,,UPI000291BAC9,1218352,EWC40560.1,,WP_003296141.1,WP_003296141.1
A0A061JQV5,A0A061JQV5_STUST,,WP_003296140.1,,UPI00029116A1,1218352,EWC40559.1,,WP_003296140.1,WP_003296140.1
A0A061JPL1,A0A061JPL1_STUST,,WP_003296139.1,,UPI000291223C,1218352,EWC40558.1,,WP_003296139.1,WP_003296139.1
A0A061JLA8,A0A061JLA8_STUST,,WP_003296137.1,,UPI0002916242,1218352,EWC40557.1,,WP_003296137.1,WP_003296137.1
A0A061JVB0,A0A061JVB0_STUST,,WP_003295853.1,,UPI000291B5E4,1218352,EWC42758.1,,WP_003295853.1,WP_003295853.1
A0A061JVQ1,A0A061JVQ1_STUST,,WP_003294583.1,,UPI000291B3BB,1218352,EWC42973.1,,WP_003294583.1,WP_003294583.1
A0A061JWF7,A0A061JWF7_STUST,,WP_003294581.1,,UPI000291552D,1218352,EWC42974.1,,WP_003294581.1,WP_003294581.1
A0A061JW71,A0A061JW71_STUST,,WP_003294579.1,,UPI0002910C7D,1218352,EWC42975.1,,WP_003294579.1,WP_003294579.1
A0A061JT55,A0A061JT55_STUST,,WP_003292793.1,,UPI000290DE61,1218352,EWC41823.1,,WP_003292793.1,WP_003292793.1
A0A061JU17,A0A061JU17_STUST,,WP_003292785.1,,UPI0002910469,1218352,EWC41815.1,,WP_003292785.1,WP_003292785.1
A0A061JKN8,A0A061JKN8_STUST,,WP_003292384.1,,UPI000290E02B,1218352,EWC40211.1,,WP_003292384.1,WP_003292384.1
A0A024B273,A0A024B273_9CAUD,19525826,YP_009036188.1,,UPI0004592ECB,1486661,AHZ10699.1,,YP_009036188.1,YP_009036188.1
A0A125V6Q1,A0A125V6Q1_9CAUD,,WP_003435146.1,,UPI00016C6766,1677909,AKP42994.1,,WP_003435146.1,WP_003435146.1
A0A828QKJ0,A0A828QKJ0_ENTFL,,WP_002384386.1,,UPI00019F39B7,749492,EFT87526.1,,WP_002384386.1,WP_002384386.1
A0A024B0I4,A0A024B0I4_9CAUD,19526116,YP_009036565.1,,UPI0004592ECB,1486659,AHZ10134.1,,YP_009036565.1,YP_009036565.1
B7JDM3,LIPA_BACC0,84227506,WP_000166375.1,,UPI0000166293,405535,ACK87323.1,,WP_000166375.1,WP_000166375.1
D4BFP2,D4BFP2_9ENTR,9735149,WP_000135199.1,,UPI000005A94A,500640,EFE07179.1,,WP_000135199.1,WP_000135199.1
C1CL28,RL19_STRZP,66806428,WP_001068669.1,,UPI00000517B3,488223,ACO21949.1,,WP_001068669.1,WP_001068669.1
B4WDL8,B4WDL8_9CAUL,,WP_008261038.1,,UPI00017ED89C,391600,EDX80287.1,,WP_008261038.1,WP_008261038.1
J2X0J9,J2X0J9_9PSED,66648976,WP_003218556.1,,UPI000054D5D1,1144339,EJN18265.1,,WP_003218556.1,WP_003218556.1
S5S9A0,S5S9A0_RHIET,,WP_008530485.1,,UPI0001902F9F,1328306,AGS26450.1,,WP_008530485.1,WP_008530485.1
J5TVR8,J5TVR8_9PORP,,WP_009432327.1,,UPI00027C3D74,1125723,EJU17789.1,,WP_009432327.1,WP_009432327.1
J5VX15,J5VX15_9PORP,,WP_009432815.1,,UPI00027C6702,1125723,EJU17362.1,,WP_009432815.1,WP_009432815.1
A6WXG0,RIMM_BRUA4,61318629,WP_010657582.1,,UPI0001588D56,439375,ABS13664.1,,WP_010657582.1,WP_010657582.1
A6WWE6,RS6_BRUA4,61316739,WP_010658387.1,,UPI00015889F8,439375,ABS13300.1,,WP_010658387.1,WP_010658387.1
Q5L052,Q5L052_GEOKA,,WP_011230895.1,,UPI0000496E4D,235909,BAD75684.1,,WP_011230895.1,WP_011230895.1
Q1LKV6,Q1LKV6_CUPMC,49867609,WP_003153636.1,,UPI00000BF31F,266264,ABF09220.1,,WP_003153636.1,WP_003153636.1
Q4L340,RS6_STAHJ,58061325,WP_011276867.1,,UPI000054BF8D,279808,BAE05937.1,,WP_011276867.1,WP_011276867.1
J5E0T9,J5E0T9_9MYCO,31529353,WP_007774592.1,,UPI00021B22A0,1041522,EJO87201.1,,WP_007774592.1,WP_007774592.1
M5JRX6,M5JRX6_9HYPH,84315567,WP_006466219.1,,UPI00015889F7,1234597,ELT50613.1,,WP_006466219.1,WP_006466219.1
D5Q3U5,D5Q3U5_CLODI,66354408,WP_003424232.1,,UPI00006DC97C,525259,EFH07265.1,,WP_003424232.1,WP_003424232.1
D5Q2Z8,D5Q2Z8_CLODI,66354705,WP_003423148.1,,UPI00006DCAE4,525259,EFH07871.1,,WP_003423148.1,WP_003423148.1
K6DKN1,K6DKN1_SCHAZ,87315798,WP_003329750.1,,UPI0002922BBE,1131731,EKN68703.1,,WP_003329750.1,WP_003329750.1
V6SJK8,V6SJK8_9FLAO,,WP_007138295.1,,UPI00025508F7,1341181,ESU26452.1,,WP_007138295.1,WP_007138295.1
W6R2Y6,W6R2Y6_PSEP5,61801630,WP_039965303.1,,UPI000316EC4E,1182590,CDM42578.1,,WP_039965303.1,WP_039965303.1
D4G3X3,D4G3X3_BACNB,86871387,WP_003227050.1,,UPI0000060CC5,645657,BAI87676.1,,WP_003227050.1,WP_003227050.1
Q0C3K7,Q0C3K7_HYPNA,,WP_011645986.1,,UPI0000E13061,228405,ABI75880.1,,WP_011645986.1,WP_011645986.1
R4SH53,R4SH53_9PSEU,,WP_003097368.1,,UPI0001B55F6A,129921,AGM02989.1; SDU53059.1,,WP_003097368.1,WP_003097368.1
V9UZZ9,V9UZZ9_9PSED,58530738,WP_015270103.1,,UPI0002A17A4E,1435058,AHC87648.1,,WP_015270103.1,WP_015270103.1
V9V1C1,V9V1C1_9PSED,58530740,WP_015270105.1,,UPI0002A15899,1435058,AHC87650.1,,WP_015270105.1,WP_015270105.1
Q4L342,RS18_STAHJ,74186640,WP_002447994.1,,UPI000054BF8B,279808,BAE05935.1,,WP_002447994.1,WP_002447994.1
R3GYE3,R3GYE3_ENTFL,60894088,WP_002386882.1,,UPI000005C303,1169307,EOJ98301.1,,WP_002386882.1,WP_002386882.1
B7UMI1,B7UMI1_ECO27,,WP_001296582.1,,UPI00000DF29B,574521,CAS11573.1,,WP_001296582.1,WP_001296582.1
U1MUL8,U1MUL8_9BACL,,WP_016507985.1,,UPI0003536D2D,1345023,ERG65651.1,,WP_016507985.1,WP_016507985.1
R3L5J5,R3L5J5_ENTFL,60892843,WP_002355262.1,,UPI000005BDEB,1169311,EOK16034.1,,WP_002355262.1,WP_002355262.1
R3HY95,R3HY95_ENTFL,60894849,WP_002355121.1,,UPI000005C713,1169311,EOK10537.1,,WP_002355121.1,WP_002355121.1
V9UYA8,V9UYA8_9PSED,58530741,WP_015270106.1,,UPI0002A16474,1435058,AHC87651.1,,WP_015270106.1,WP_015270106.1
Q0BZ95,Q0BZ95_HYPNA,,WP_011647496.1,,UPI0000E13647,228405,ABI78706.1,,WP_011647496.1,WP_011647496.1
Q0BYT3,Q0BYT3_HYPNA,,WP_011647657.1,,UPI0000E136E8,228405,ABI78380.1,,WP_011647657.1,WP_011647657.1
Q0BYT2,Q0BYT2_HYPNA,,WP_011647658.1,,UPI0000E136E9,228405,ABI76778.1,,WP_011647658.1,WP_011647658.1
Q0BYT1,Q0BYT1_HYPNA,,WP_011647659.1,,UPI0000E136EA,228405,ABI78033.1,,WP_011647659.1,WP_011647659.1
Q0BYT0,Q0BYT0_HYPNA,,WP_011647660.1,,UPI0000E136EB,228405,ABI77253.1,,WP_011647660.1,WP_011647660.1
A5FY47,A5FY47_ACICJ,,WP_011942158.1,,UPI00006B1DC3,349163,ABQ30529.1,,WP_011942158.1,WP_011942158.1
A6L6S8,A6L6S8_PHOV8,,WP_012055899.1,,UPI000156EB92,435590,ABR41392.1,,WP_012055899.1,WP_012055899.1
G0JS48,G0JS48_9PROT,78188112,WP_014027827.1,,UPI00020D201F,743299,AEM46556.1,,WP_014027827.1,WP_014027827.1
A6X2E3,A6X2E3_BRUA4,61316854,WP_012092456.1,,UPI00015894F8,439375,ABS15397.1,,WP_012092456.1,WP_012092456.1
E6UEL9,E6UEL9_RUMA7,,WP_013497166.1,,UPI0001E089D5,697329,ADU20974.1,,WP_013497166.1,WP_013497166.1
F4MQV3,F4MQV3_MYCML,,WP_013729857.1,,UPI0002059DBF,862259,CBW54486.1,,WP_013729857.1,WP_013729857.1
F8GRZ1,F8GRZ1_CUPNN,,WP_013953610.1,,UPI00021429CE,1042878,AEI80930.1,,WP_013953610.1,WP_013953610.1
F9ZMA5,F9ZMA5_ACICS,69615245,WP_014002380.1,,UPI000219A31C,990288,AEK57219.1,,WP_014002380.1,WP_014002380.1
W6R374,W6R374_PSEP5,61799941,WP_003461371.1,,UPI00027376F4,1182590,CDM40816.1,,WP_003461371.1,WP_003461371.1
E1YW77,E1YW77_9BACT,57237947,WP_005857196.1,,UPI0001BBAF40,469591,RGK75186.1,,WP_005857196.1,WP_005857196.1
N9L2C3,N9L2C3_ACIBA,,WP_000102028.1,,UPI00021B7836,1217629,ENW74895.1,,WP_000102028.1,WP_000102028.1
Q5L9R3,Q5L9R3_BACFN,66331684,WP_005790542.1,,UPI000043EDBF,272559,CAH09164.1,,WP_005790542.1,WP_005790542.1
A6LH10,A6LH10_PARD8,57236241,WP_005859941.1,,UPI000156F70B,435591,ABR44974.1,,WP_005859941.1,WP_005859941.1
D3H340,D3H340_ECO44,75205429,WP_000082693.1,,UPI00005EEAFF,216592,CBG36896.1,,WP_000082693.1,WP_000082693.1
A3P2B1,A3P2B1_BURP0,56597811,WP_004198623.1,,UPI000043B87A,357348,ABN94000.1,,WP_004198623.1,WP_004198623.1
A6L6V6,A6L6V6_PHOV8,69842092,WP_005841596.1,,UPI000156EC18,435590,ABR41420.1,,WP_005841596.1,WP_005841596.1
N9C0D9,N9C0D9_9GAMM,66212351,WP_004989316.1,,UPI00029B38F2,1257043,ENV79312.1,,WP_004989316.1,WP_004989316.1
F9ZL64,F9ZL64_ACICS,69613268,WP_004871423.1,,UPI0001B0D22A,990288,AEK57650.1,,WP_004871423.1,WP_004871423.1
F9ZL01,F9ZL01_ACICS,69612967,WP_004871152.1,,UPI0001B0B8FD,990288,AEK57528.1,,WP_004871152.1,WP_004871152.1
F9ZMA4,F9ZMA4_ACICS,69615244,WP_004870705.1,,UPI0001B109A0,990288,AEK57218.1,,WP_004870705.1,WP_004870705.1
C1CBK5,C1CBK5_STRP7,66807299,WP_000073428.1,,UPI000003EFBF,488221,ACO17717.1,,WP_000073428.1,WP_000073428.1
V5Z6C9,V5Z6C9_9GAMM,8912600,WP_004156612.1,,UPI000174889B,1161919,CCG86570.1,,WP_004156612.1,WP_004156612.1
Q87B80,TATA_XYLFT,58017097,WP_004083544.1,,UPI0000007D74,183190,AAO29420.1,,WP_004083544.1,WP_004083544.1
B7RGA2,B7RGA2_ROSS0,82206838,WP_005852865.1,,UPI000066AFF5,391589,EEB83979.1,,WP_005852865.1,WP_005852865.1
W6QVB9,W6QVB9_PSEP5,61799940,WP_003461372.1,,UPI00027376F5,1182590,CDM40815.1,,WP_003461372.1,WP_003461372.1
A0A177S947,A0A177S947_9BACL,,WP_023469752.1,,UPI0003C3EA5B,1805000,OAI84085.1,,WP_023469752.1,WP_023469752.1
A0A2C5WG72,A0A2C5WG72_PSEPU,57632459,WP_027613321.1,,UPI00045080D2,303,PHH43311.1,,WP_027613321.1,WP_027613321.1
A0A257E7J1,A0A257E7J1_9PSED,,WP_017739127.1,,UPI00034D1BFA,2015553,OYU09110.1,,WP_017739127.1,WP_017739127.1
A0A5C4KRX2,A0A5C4KRX2_PSEJE,,WP_027613320.1,,UPI000488DAB2,77298,TNB92244.1,,WP_027613320.1,WP_027613320.1
A0A062BV24,A0A062BV24_9GAMM,,WP_026443966.1,,UPI0004477E2D,1310678,KCX36745.1,,WP_026443966.1,WP_026443966.1
A0A4P9J129,A0A4P9J129_9GAMM,,WP_021032117.1,,UPI0003918F41,77608,QCU74346.1,,WP_021032117.1,WP_021032117.1
A0A2W7PQY0,A0A2W7PQY0_9BURK,,WP_020202065.1,,UPI0003724431,942866,PZX34387.1,,WP_020202065.1,WP_020202065.1
A0A917HJL9,A0A917HJL9_9BACI,,WP_021288643.1,,UPI0003889440,1479511,GGG81761.1,,WP_021288643.1,WP_021288643.1
A0A0N9W0S8,A0A0N9W0S8_PSEFL,46910768,WP_019693066.1,,UPI000382CFD6,294,ALH99962.1,,WP_019693066.1,WP_019693066.1
A0A2Z3N7K3,A0A2Z3N7K3_GEOTH,,WP_021321333.1,,UPI00038A4D03,33941,AWO74461.1,,WP_021321333.1,WP_021321333.1
A0A022MDC8,A0A022MDC8_9ACTN,,WP_018570888.1,,UPI000377AE84,1470557,EYT78740.1,,WP_018570888.1,WP_018570888.1
A0A1H7JG05,A0A1H7JG05_RUMAL,,WP_024855892.1,,UPI00044C9E7B,1264,SEK73344.1,,WP_024855892.1,WP_024855892.1
A0A094XNY3,A0A094XNY3_ECOLX,,WP_000019348.1,,UPI000013B3C7,562,EFC3524059.1; EFH0364935.1; EFH6650647.1; EMM0026522.1; HAJ5960339.1; HBB1572712.1; MQK25325.1; MQS31660.1; MXJ11774.1; NEM85250.1; OIZ61765.1; RDA37537.1; STJ57816.1; STM41758.1; VCW53865.1,,WP_000019348.1,WP_000019348.1
A0A014L5L3,A0A014L5L3_MYCMC,58110747,WP_017698268.1,,UPI0001793EDA,1188246,EXU60724.1,,WP_017698268.1,WP_017698268.1
A0A4Q2L0H5,A0A4Q2L0H5_9FUSO,,WP_005955800.1,,UPI000245E0D5,859,RXZ70889.1,,WP_005955800.1,WP_005955800.1
A0A3L7ZEG0,A0A3L7ZEG0_9BACT,57237792,WP_005862826.1,,UPI0001DE6142,2320086,RLT70138.1,,WP_005862826.1,WP_005862826.1
A0A2K1G432,A0A2K1G432_AZOBR,,WP_014197577.1,,UPI0002342D60,192,KAA1055235.1; OYD84195.1; PNQ99543.1; QCN97922.1; QCO17216.1; TWA76378.1,,WP_014197577.1,WP_014197577.1
A0A0P7CPQ0,A0A0P7CPQ0_PSEPU,58530739,WP_015270104.1,,UPI0002A179D5,303,KPM58326.1,,WP_015270104.1,WP_015270104.1
A0A256GNQ2,A0A256GNQ2_9HYPH,61316736,WP_010658385.1,,UPI000288E3EE,255457,OYR28719.1,,WP_010658385.1,WP_010658385.1
A0A855KDR3,A0A855KDR3_9PSED,,WP_010465674.1,,UPI00029AC075,2070600,PNA51686.1,,WP_010465674.1,WP_010465674.1
A0A8I0ER39,A0A8I0ER39_9MYCO,,WP_009938021.1,,UPI00005EE7F6,78331,MBC9077151.1,,WP_009938021.1,WP_009938021.1
A0A031G7J9,A0A031G7J9_9PSED,,WP_027613322.1,,UPI00045292A2,1470589,EZP31875.1,,WP_027613322.1,WP_027613322.1
A0A068T9E3,A0A068T9E3_NEOGA,,WP_038544067.1,,UPI0004A5045C,1028801,CDN54754.1,,WP_038544067.1,WP_038544067.1
A0A4Y7WGZ9,A0A4Y7WGZ9_9BACI,,WP_038484700.1,,UPI00049A6EB3,300825,TES46800.1,,WP_038484700.1,WP_038484700.1
A0A014MSQ6,A0A014MSQ6_9ACTN,,WP_037946203.1,,UPI00044B9979,1158056,EXU70158.1,,WP_037946203.1,WP_037946203.1
A0A060HXW2,A0A060HXW2_RHIET,,WP_038687572.1,,UPI000499C5E8,1432050,AIC26344.1,,WP_038687572.1,WP_038687572.1
A0A5J6LAF4,A0A5J6LAF4_9GAMM,,WP_036547161.1,,UPI0004A0BB27,2614693,QEW05594.1,,WP_036547161.1,WP_036547161.1
A0A4S2D4S2,A0A4S2D4S2_9MICO,,WP_036319338.1,,UPI000416614A,36807,TGY36296.1,,WP_036319338.1,WP_036319338.1
A0A011TZG0,A0A011TZG0_9MICO,,WP_036289101.1,,UPI000449A3B3,1451261,EXJ51318.1,,WP_036289101.1,WP_036289101.1
A0A031I9Y2,A0A031I9Y2_9SPHN,,WP_037530145.1,,UPI000448F9F8,1470591,EZP57195.1,,WP_037530145.1,WP_037530145.1
A0A031LQ31,A0A031LQ31_9CREN,,WP_048099363.1,,UPI000447CF23,1160895,EZQ06830.1,,WP_048099363.1,WP_048099363.1
A0A7K4FSH2,A0A7K4FSH2_9CREN,,WP_052349498.1,,UPI0004489217,1540082,NON61897.1,,WP_052349498.1,WP_052349498.1
A0A977IFR4,A0A977IFR4_9ARCH,74946328,WP_075054334.1,,UPI00049A78FA,1034015,UVS70199.1,,WP_075054334.1,WP_075054334.1
A0A977IFP2,A0A977IFP2_9ARCH,74946010,WP_075054069.1,,UPI00049A5291,1034015,UVS69896.1,,WP_075054069.1,WP_075054069.1
A0A1H5BZD4,A0A1H5BZD4_9PSED,,WP_074876365.1,,UPI000896D207,104087,SED59571.1,,WP_074876365.1,WP_074876365.1
A0A423IM62,A0A423IM62_9PSED,,WP_074874856.1,,UPI000897DB19,163011,RON26427.1,,WP_074874856.1,WP_074874856.1
A0A502JH36,A0A502JH36_9PSED,,WP_074874854.1,,UPI0008968E1C,1451454,TPG96942.1,,WP_074874854.1,WP_074874854.1
A0A7G2D4B7,A0A7G2D4B7_9MICO,,WP_058631432.1,,UPI000733DD77,2766784,CAD5144081.1,,WP_058631432.1,WP_058631432.1
A0A2V2SLN7,A0A2V2SLN7_9PSED,,WP_043249868.1,,UPI000456F720,2202894,PWU26023.1,,WP_043249868.1,WP_043249868.1
A0A023CIX6,A0A023CIX6_9BACI,,WP_043906055.1,,UPI0004484029,1295642,EZP75066.1,,WP_043906055.1,WP_043906055.1
A0A062U0A7,A0A062U0A7_9PROT,,WP_034744419.1,,UPI0004A0B70B,1280947,KCZ53751.1,,WP_034744419.1,WP_034744419.1
A0A062BW29,A0A062BW29_9GAMM,,WP_034675340.1,,UPI0004463925,1310678,KCX37115.1,,WP_034675340.1,WP_034675340.1
A0A1J6HJB4,A0A1J6HJB4_9HYPH,61318628,WP_029929674.1,,UPI0004A74FC8,407152,OIS92459.1,,WP_029929674.1,WP_029929674.1
A0A0K9HJK2,A0A0K9HJK2_GEOSE,69833856,WP_033014797.1,,UPI0004A1A72F,1422,KYD21850.1; KYD33602.1; RLQ15008.1,,WP_033014797.1,WP_033014797.1
A0A031ICF5,A0A031ICF5_9BACL,,WP_029343007.1,,UPI0004106989,1470592,EZP58903.1,,WP_029343007.1,WP_029343007.1
A0A0F4TBT8,A0A0F4TBT8_PSEFL,,WP_033055742.1,,UPI00045D2FFC,294,KJZ41906.1,,WP_033055742.1,WP_033055742.1
A0A062VB17,A0A062VB17_9PROT,,WP_035600584.1,,UPI00049FB671,1280954,KCZ97402.1,,WP_035600584.1,WP_035600584.1
A0A062VC08,A0A062VC08_9PROT,,WP_035599606.1,,UPI0004A08D56,1280954,KCZ97778.1,,WP_035599606.1,WP_035599606.1
A0A011TZW0,A0A011TZW0_9MICO,,WP_036288797.1,,UPI00041024D0,1451261,EXJ51448.1,,WP_036288797.1,WP_036288797.1
A0A011U564,A0A011U564_9MICO,,WP_036284813.1,,UPI00044BF70B,1451261,EXJ53035.1,,WP_036284813.1,WP_036284813.1
A0A011TAW2,A0A011TAW2_9MICO,,WP_036284811.1,,UPI000447F11C,1451261,EXJ53034.1,,WP_036284811.1,WP_036284811.1
A0A011U4D4,A0A011U4D4_9MICO,,WP_036284808.1,,UPI0004459DD3,1451261,EXJ53033.1,,WP_036284808.1,WP_036284808.1
A0A031LNY1,A0A031LNY1_9GAMM,,WP_035267625.1,,UPI00044F3FF0,466088,EZQ06716.1,,WP_035267625.1,WP_035267625.1
